URI de la canción,Nombre de la canción,URI(s) del artista,Nombre(s) del artista,URI del álbum,Nombre del álbum,URI(s) del artista del álbum,Nombre(s) del artista del álbum,Fecha de lanzamiento del álbum,URL de la imagen del álbum,Número de disco,Número de la canción,Duración de la canción (ms),URL de vista previa de la canción,Explícito,Popularidad,ISRC,Añadido por,Añadido en
spotify:track:4n46CB6tXwlB9X1PLd23fJ,Money Game,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,spotify:album:6BltrtO2Ag5CMWASVZQW0S,Money Game,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,2019-10-30,https://i.scdn.co/image/ab67616d0000b273ed173d35a452eee43cee8298,1,1,208080,https://p.scdn.co/mp3-preview/a09baea4df42532ea7522bf122825d073501054a?cid=9950ac751e34487dbbe027c4fd7f8e99,True,58,NL4NL2220505,,2025-06-11T04:59:14Z
spotify:track:7fHoIcqmjrcpPYvv1iaZk1,"Money Game, Pt. 2",spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,spotify:album:05TkdnZDZEQPyFYp1bekGX,"Demos (Do Not Share), Vol 1",spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,2020-04-29,https://i.scdn.co/image/ab67616d0000b273161ace020d3675ac230fb660,1,3,218816,https://p.scdn.co/mp3-preview/617e3aacbc49e0cebea9d29debc5cea074a64e0f?cid=9950ac751e34487dbbe027c4fd7f8e99,True,62,NL4NL2220514,,2025-06-11T04:55:34Z
spotify:track:0pEBXaPmepzPjlj0ay2Dvq,"Money Game, Pt. 3",spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,spotify:album:5qewHlxCihdHQP9fQGHUhH,Sick Boi,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,2023-10-13,https://i.scdn.co/image/ab67616d0000b2734a17fee31619715bad332f56,1,3,394000,https://p.scdn.co/mp3-preview/a9041101f6bc4ae5c9b361a3ce42fca834e3eadc?cid=9950ac751e34487dbbe027c4fd7f8e99,True,55,QMDA62398010,,2025-06-10T11:54:50Z
spotify:track:5Th1M56eghmCZ09EfAKha7,Money Ties,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,spotify:album:5a6FYf2IZSYwtffIu6Ohn1,Money Ties,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,2024-10-18,https://i.scdn.co/image/ab67616d0000b273464b6b10d3fcb5b193cc3b00,1,1,212093,https://p.scdn.co/mp3-preview/d3306ce51a2dbabfafd73bd8c39874bfad38c77d?cid=9950ac751e34487dbbe027c4fd7f8e99,True,55,QZAKB2432724,,2026-01-14T22:17:10Z
spotify:track:0hOSqyREsIWPGj1BnYgJfu,Monopoly Money,spotify:artist:4Qvflafuw7a0F2E3NonxsA,Moon Walker,spotify:album:3nMf9nviJIgICniBUr3Cl2,Is This The World You Wanted?,spotify:artist:4Qvflafuw7a0F2E3NonxsA,Moon Walker,2024-11-07,https://i.scdn.co/image/ab67616d0000b273e25701c552048cae68d4d482,1,3,177017,https://p.scdn.co/mp3-preview/88fc362c58692c04291e739cacef159d1bce392c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,54,QZFYZ2545463,,2026-02-09T08:22:33Z
spotify:track:2UREu1Y8CO4jXkbvqAtP7g,Monster,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,spotify:album:0RySAmM6oDPGSE03X3dzi1,Awake,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,2009-08-21,https://i.scdn.co/image/ab67616d0000b27389f8d16ffe15fccfa0a7e31d,1,2,178013,https://p.scdn.co/mp3-preview/f34946762fa3bee4f023a6d2efbf629f545929c0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,83,USAT20901851,,2025-07-20T13:00:46Z
spotify:track:1SF5VsLHGPPswt1FRh3prV,Murderer,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,spotify:album:5qewHlxCihdHQP9fQGHUhH,Sick Boi,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,2023-10-13,https://i.scdn.co/image/ab67616d0000b2734a17fee31619715bad332f56,1,6,210576,https://p.scdn.co/mp3-preview/f34ddb74452581400724eba4f398677fe1898fdc?cid=9950ac751e34487dbbe027c4fd7f8e99,True,59,QM7282376733,,2026-01-09T08:20:58Z
spotify:track:3Xfg7AegXaDLoD5GOUMf2e,My Demons,spotify:artist:0kD8IT1CzF7js2XKM9lLLa,STARSET,spotify:album:0Ypo27qP4udOQKGfNT48hn,Transmissions (Deluxe Version),spotify:artist:0kD8IT1CzF7js2XKM9lLLa,STARSET,2014,https://i.scdn.co/image/ab67616d0000b2734133716cfc80f0a138dc5719,1,7,288036,https://p.scdn.co/mp3-preview/95100606047fbbd5f7c1200cb2ae3cc58a26139f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USRZR1460007,,2024-10-24T16:15:16Z
spotify:track:56fiFTRrSiHHH3gBeaTg2P,Nero Forte,spotify:artist:05fG473iIaoy82BF1aGhL8,Slipknot,spotify:album:754RY5WpZ2LTUZsk8kDBju,We Are Not Your Kind,spotify:artist:05fG473iIaoy82BF1aGhL8,Slipknot,2019-08-09,https://i.scdn.co/image/ab67616d0000b27326f20b4d67c0c7b0f137ce4f,1,5,315177,https://p.scdn.co/mp3-preview/3d14e908628cb08ea9a8fe8b0123646f6eff1876?cid=9950ac751e34487dbbe027c4fd7f8e99,True,73,NLA321900097,,2025-08-29T18:29:35Z
spotify:track:1xBRGN41DWx2vwNFY5CvGe,Night Witches,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:5TdhTTvwtD0ekZBYve97r7,Heroes,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2014-05-16,https://i.scdn.co/image/ab67616d0000b273735eecca68d3bb03e2e35a75,1,1,181333,https://p.scdn.co/mp3-preview/abacbdd302fb018d36cb4d00dde64680f58f08d6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,SE2EG1400101,,2025-03-06T05:55:32Z
spotify:track:3DVjSnt1HId4Qb8oL5Mjs8,Numbers (I Can Only Count to Four),spotify:artist:2kfVqdz3lJshqH9GUHhtMr,Psychostick,spotify:album:3xGwJ45yzDS67AY5iwJLh7,Space Vampires vs Zombie Dinosaurs in 3D,spotify:artist:2kfVqdz3lJshqH9GUHhtMr,Psychostick,2011-08-16,https://i.scdn.co/image/ab67616d0000b273b2e1285253a66c42b31f4ab2,1,11,254733,https://p.scdn.co/mp3-preview/3f0dc77e576ce03e2f6a8f54c930d19570840274?cid=9950ac751e34487dbbe027c4fd7f8e99,False,54,USB761002098,,2024-12-25T21:20:18Z
spotify:track:6YAE2E4MByKBuAZhGHKPeN,Obake Gao,spotify:artist:0ylNiGoYUvxyWdDXthEDhF,はろける,spotify:album:0BxxVwmN9FelLFe2kDWtzG,Obake Gao,spotify:artist:0ylNiGoYUvxyWdDXthEDhF,はろける,2024-06-01,https://i.scdn.co/image/ab67616d0000b2739fca4e1efb214a738eaa4382,1,1,148685,https://p.scdn.co/mp3-preview/c3c49f482ad8f133475fd8ed6dd805f5c13eeef5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,43,JPX562400964,,2025-12-07T17:28:14Z
spotify:track:039j6EmizorBEUDBmjzmAX,Odochina (feat. HATSUNE MIKU & KASANE TETO),"spotify:artist:5vJxDR4n9HuNyEqOxv4PzS, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:4JX0GdKx8EduY2Ck7qac4H","Atena, Hatsune Miku, Kasane Teto",spotify:album:6Yeg4JIXKuj86qtiOFa6UE,Odochina (feat. HATSUNE MIKU & KASANE TETO),spotify:artist:5vJxDR4n9HuNyEqOxv4PzS,Atena,2025-02-15,https://i.scdn.co/image/ab67616d0000b273368464b1ad161328189d0617,1,1,156000,https://p.scdn.co/mp3-preview/38705069c9c31ebd343b294ac4e1b874376a1b50?cid=9950ac751e34487dbbe027c4fd7f8e99,False,51,TCJPD2593884,,2025-11-12T07:53:31Z
spotify:track:3pncyVfDzI4m9oErJKLKIo,Odoru Ponpokorin,spotify:artist:6mEQK9m2krja6X1cfsAjfl,Ado,spotify:album:2XeKcmluJtZwNDYJmhiDER,Odoru Ponpokorin,spotify:artist:6mEQK9m2krja6X1cfsAjfl,Ado,2025-12-28,https://i.scdn.co/image/ab67616d0000b273fb915dfa27f3fc21a8bf5cba,1,1,194530,https://p.scdn.co/mp3-preview/5d6079402718e22391bd94bb3d1de020976ec193?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,JPPO02504630,,2026-01-02T12:07:54Z
spotify:track:1ffXf7HjLCHvNZngkQpGTR,Off With Their Heads,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,spotify:album:3hBrB47K3z7yDrZRVW8u2W,Off With Their Heads,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,2021-02-02,https://i.scdn.co/image/ab67616d0000b2736f98d8da9d85e339441adc7c,1,1,218269,https://p.scdn.co/mp3-preview/2d9c9953b92c9bd153b0e594149604c71eed8f0d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,JPV752003959,,2026-02-01T11:42:50Z
spotify:track:4ztD6OVXWWFlbgISgU9T67,ONE LAST FINAL FLASH,"spotify:artist:3JqrLbg1Dg9wU26Tjh4MrZ, spotify:artist:1ERMVtFfIrH3fJ6dUfWcNO, spotify:artist:32KGxSPEU2uTj9xt0TFaBc","SON BROKU, 52Blu, IOF",spotify:album:2bUxBlrAmc9hF5w77JctMt,ONE LAST FINAL FLASH,"spotify:artist:3JqrLbg1Dg9wU26Tjh4MrZ, spotify:artist:1ERMVtFfIrH3fJ6dUfWcNO, spotify:artist:32KGxSPEU2uTj9xt0TFaBc","SON BROKU, 52Blu, IOF",2023-12-08,https://i.scdn.co/image/ab67616d0000b273f7b3e624ba96d6fbf1a3eda9,1,1,186812,https://p.scdn.co/mp3-preview/c3887b705117c479aad7fd4f720553180e6c9d22?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,SE62M2300423,,2024-04-18T12:21:54Z
