URI de la canción,Nombre de la canción,URI(s) del artista,Nombre(s) del artista,URI del álbum,Nombre del álbum,URI(s) del artista del álbum,Nombre(s) del artista del álbum,Fecha de lanzamiento del álbum,URL de la imagen del álbum,Número de disco,Número de la canción,Duración de la canción (ms),URL de vista previa de la canción,Explícito,Popularidad,ISRC,Añadido por,Añadido en
spotify:track:4CzR6YrcxWeQDQHtas6Bcl,Red Sun - Maniac Agenda Mix,spotify:artist:7pOKRPPfbtv5c7Kdv40LVo,Jason Charles Miller,spotify:album:3DR0FThvw6I18Ntp3D6kxf,METAL GEAR RISING REVENGEANCE Vocal Tracks Selection,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Varios Artistas,2013-02-20,https://i.scdn.co/image/ab67616d0000b2733b8c38d1cba35f03dd278858,1,8,133666,https://p.scdn.co/mp3-preview/afe81c2771eacd0f1e018470dc4986aee2c5bde2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,JPM201300050,,2024-10-09T06:01:07Z
spotify:track:7gspVQa13prQbNABCRacwE,Rendezvous,spotify:artist:1k5LyiTCRzPjORzcgHqJxF,Kanaria,spotify:album:089xXTATtiHlkm0VCM0w8q,Rendezvous,spotify:artist:1k5LyiTCRzPjORzcgHqJxF,Kanaria,2022-11-16,https://i.scdn.co/image/ab67616d0000b273f1dc96855f579d3e6d85c5d4,1,1,132295,https://p.scdn.co/mp3-preview/a30565254797174de94fbe85f864291628fd25fb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,TCJPT2258673,,2024-12-04T16:37:31Z
spotify:track:3k6iqqVUBSBFXP8WLuoiCv,Resist and Bite,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:5TdhTTvwtD0ekZBYve97r7,Heroes,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2014-05-16,https://i.scdn.co/image/ab67616d0000b273735eecca68d3bb03e2e35a75,1,7,207160,https://p.scdn.co/mp3-preview/edcdcb833ddf9cd8ebf3324eb674b03c0ab362e3?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,SE2EG1400107,,2024-07-19T16:35:25Z
spotify:track:6pMunEPmwPTffz5qO0NOkJ,Resting Power,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,spotify:album:4JZmR6EA9NnuxrfaelHn5Y,UnAlive,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,2022-03-21,https://i.scdn.co/image/ab67616d0000b27341a38c9801ca2da63ede5cd1,1,7,180000,https://p.scdn.co/mp3-preview/b0d7f170a3517cdc149e400c728db5780de9378d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,38,JPV752205662,,2025-09-25T09:01:28Z
spotify:track:1pUcAjkI2SDa81ky3g7bAD,Rivals and Equals,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,spotify:album:1DZRcae6Y7l75XoPqj0eYh,Rivals and Equals,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,2026-01-23,https://i.scdn.co/image/ab67616d0000b273d12825fe531088c68f498100,1,1,151533,https://p.scdn.co/mp3-preview/8e153f596975b9ff9f369b5d5effac4507f77019?cid=9950ac751e34487dbbe027c4fd7f8e99,False,52,JPPO02600035,,2026-01-23T12:32:26Z
spotify:track:7cw0YzZhNmKbnKyouopv5B,Rockefeller Street,spotify:artist:6G9vUWbOydnBodKcjqzHO1,Nightcore Collectives,spotify:album:0Ue4AipcJeoFHtRkVeKyli,Best of Nightcore,spotify:artist:6G9vUWbOydnBodKcjqzHO1,Nightcore Collectives,2022-06-10,https://i.scdn.co/image/ab67616d0000b2732e42b3b5796eb0e190fc1284,1,2,147156,https://p.scdn.co/mp3-preview/4f972b56b3e1089ce3d0cede448de1e8fcff926d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,49,QM6N22225527,,2025-12-09T11:20:52Z
spotify:track:0CVODACKMJIM77PIIML0HA,Rollin' (Air Raid Vehicle),spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:7B0z2LlKqSgV9DyFLqGsMV,Rock Party 2021,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Varios Artistas,2021-06-11,https://i.scdn.co/image/ab67616d0000b2730139db3a4fb975cbe44bc77c,1,23,213880,https://p.scdn.co/mp3-preview/52991a818ddc9245940d471892a39bfdc6df8a31?cid=9950ac751e34487dbbe027c4fd7f8e99,True,54,USIR10001170,,2025-08-20T08:28:21Z
spotify:track:1xeIvccuZq4DiqqmZDSbAg,Ronald,"spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz, spotify:artist:6UBA15slIuadJ8h2lPRPos, spotify:artist:5imFWt9rzlx5iGqS58ArtO","Falling In Reverse, Tech N9ne, Alex Terrible",spotify:album:01GsZ4orxT9LHqCru5Pnz2,Ronald,"spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz, spotify:artist:6UBA15slIuadJ8h2lPRPos, spotify:artist:5imFWt9rzlx5iGqS58ArtO","Falling In Reverse, Tech N9ne, Alex Terrible",2024-05-07,https://i.scdn.co/image/ab67616d0000b2733c802f3350f822e6de76add6,1,1,196754,https://p.scdn.co/mp3-preview/0f8397922ef799b81e7f573e107819a69525c86e?cid=9950ac751e34487dbbe027c4fd7f8e99,True,62,USEP42414003,,2025-08-20T08:20:46Z
spotify:track:4waqcUQWdj0yH26STWl2Rq,Rosas,spotify:artist:4U7lXyKdSf1JbM1aXvsodC,La Oreja de Van Gogh,spotify:album:1Atbkyir7YdfpFYWCnRTFp,Lo Que Te Conte Mientras Te Hacias La Dormida,spotify:artist:4U7lXyKdSf1JbM1aXvsodC,La Oreja de Van Gogh,2003,https://i.scdn.co/image/ab67616d0000b273820f6e4afa04594a671e484f,1,3,236506,https://p.scdn.co/mp3-preview/e01da2a0fccba24211234ec88939738522312397?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,ES5110304435,,2024-08-24T17:12:36Z
spotify:track:0Kc0DEYQUxo9V23k7IhBNj,Rules of Nature (Platinum Mix),spotify:artist:7n6lG8A060pz97EcLRLC4r,Jamie Christopherson,spotify:album:2baz5WbW2zCCGaGtKbkida,Metal Gear Rising: Revengeance (Original Game Soundtrack) [Vocal Tracks],spotify:artist:7n6lG8A060pz97EcLRLC4r,Jamie Christopherson,2013-02-18,https://i.scdn.co/image/ab67616d0000b273e65ad5e9fc72cba8ddee14a5,1,1,150786,https://p.scdn.co/mp3-preview/7806842f3bdb7dc59a19ab37f8aaf73b97fe1185?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,USSR21300188,,2024-10-09T05:35:38Z
spotify:track:7rvVV5Yufusop6x7OnqZj9,Sam The Brave,spotify:artist:2Ct54gNxKnYLnXk9HhviMI,Feuerschwanz,spotify:album:37inediLQp2gvA17f1xQY9,Sam The Brave,spotify:artist:2Ct54gNxKnYLnXk9HhviMI,Feuerschwanz,2025-08-19,https://i.scdn.co/image/ab67616d0000b27381f389cb15107c707877d9da,1,1,191866,https://p.scdn.co/mp3-preview/e7a855ec843c0dd166d35273071c5c83c42d78cf?cid=9950ac751e34487dbbe027c4fd7f8e99,False,39,ATN262526206,,2025-08-19T22:16:32Z
spotify:track:2ZUUturolW3VpzXWzPEy2X,Sanctified with Dynamite,spotify:artist:5HFkc3t0HYETL4JeEbDB1v,Powerwolf,spotify:album:1MSxQKpaZ2nPubMVQi9V3N,Blood of the Saints,spotify:artist:5HFkc3t0HYETL4JeEbDB1v,Powerwolf,2011-08-02,https://i.scdn.co/image/ab67616d0000b27346c550081a2f5674e2cf608d,1,2,265720,https://p.scdn.co/mp3-preview/b6804a06c3b465ae86f71e4070c7ad7f00e4c17f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,USMBR1108247,,2025-08-06T00:09:10Z
spotify:track:2aYOgz7ibwTOckw09WAV9L,Saturday Satan,spotify:artist:5HFkc3t0HYETL4JeEbDB1v,Powerwolf,spotify:album:65VaCwwKYqxT8MEUin2VMx,Lupus Dei,spotify:artist:5HFkc3t0HYETL4JeEbDB1v,Powerwolf,2007-05-07,https://i.scdn.co/image/ab67616d0000b273a0df901d6f714d726ccc36a1,1,4,318053,https://p.scdn.co/mp3-preview/68900d241720a2445847cbe507c6d380d3eb9f8f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,31,USMBR0704950,,2025-01-14T13:28:35Z
spotify:track:5mCaDS3P8CAZagwAGiBImT,Screech's Tale,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,spotify:album:7p2fdEDSocGvlZmSWuMRLd,The Tale of Jenny & Screech,spotify:artist:0Repe2EiNjaFAFIukrroUM,Ren,2019-09-18,https://i.scdn.co/image/ab67616d0000b2733e3af14c8b439ef1aacd37ba,1,4,207812,https://p.scdn.co/mp3-preview/9086ba7fa7ecd9580af122c6d337b97c64742973?cid=9950ac751e34487dbbe027c4fd7f8e99,True,54,NL4NL2220510,,2025-12-18T22:52:29Z
spotify:track:6at1OnNumlOOQMc6Nb1sbU,Scuffed Up Age,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,spotify:album:4JZmR6EA9NnuxrfaelHn5Y,UnAlive,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,2022-03-21,https://i.scdn.co/image/ab67616d0000b27341a38c9801ca2da63ede5cd1,1,8,303000,https://p.scdn.co/mp3-preview/2a3d5d9dcdcfc63c3de994c54f7fa172ead14d72?cid=9950ac751e34487dbbe027c4fd7f8e99,False,38,JPV752205663,,2025-09-25T09:01:05Z
spotify:track:3ZKKYwnkAnnLRT0WarwJzb,Seeing Stars,"spotify:artist:1PhE6rv0146ZTQosoPDjk8, spotify:artist:0HM4KuHUJ5ww5DdOGi3FEf","Mori Calliope, Lotus Juice",spotify:album:6NAp5C3DoGEW1f6I8dE0RK,Seeing Stars,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,2025-02-27,https://i.scdn.co/image/ab67616d0000b273dad317844c17dfc669a2adea,1,1,207566,https://p.scdn.co/mp3-preview/723940ff893b08a4f7b96b6cb2c6aa3a94a295ec?cid=9950ac751e34487dbbe027c4fd7f8e99,False,44,JPPO02500381,,2025-02-27T11:32:05Z
spotify:track:3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes,spotify:album:6D9urpsOWWKtYvF6PaorGE,Elephant,"spotify:artist:4F84IBURUo98rz4r61KF70, spotify:artist:4FZ3j1oH43e7cukCALsCwf","The White Stripes, Jack White",2003-04-01,https://i.scdn.co/image/ab67616d0000b2737028981d09d2e5833c9c78ad,1,1,232106,https://p.scdn.co/mp3-preview/0f93c89eb8e96e2aacccee68dd7c966cd3b4b6d6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USVT10300001,,2024-05-07T10:26:20Z
spotify:track:6kiASFX63DwJ7grwKG2HUX,Seven Pillars of Wisdom,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:7FtCDX4COLE3HR2vBv7411,The Great War,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2019-07-19,https://i.scdn.co/image/ab67616d0000b273b37a2bb117c7ae30ee77b6bd,1,2,182000,https://p.scdn.co/mp3-preview/b399354bead294a91a0278625b5267c5c08d59b0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,55,SE2EG1900102,,2025-07-20T16:15:56Z
