URI de la canción,Nombre de la canción,URI(s) del artista,Nombre(s) del artista,URI del álbum,Nombre del álbum,URI(s) del artista del álbum,Nombre(s) del artista del álbum,Fecha de lanzamiento del álbum,URL de la imagen del álbum,Número de disco,Número de la canción,Duración de la canción (ms),URL de vista previa de la canción,Explícito,Popularidad,ISRC,Añadido por,Añadido en
spotify:track:5sBDrrtLGbV64QJnEqfjer,What It Sounds Like,"spotify:artist:2yNNYQBChuox9A5Ka93BIn, spotify:artist:0RMJOzHDhAKY1o2j0W0vxY, spotify:artist:0Wwji82sLA0Hcvtuak3omb, spotify:artist:6U1dV7aL68N7Gb0Naq34V5, spotify:artist:7mW7Tv7NvywKKXqafZo0Lc","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",spotify:album:14JkAa6IiFaOh5s0nMyMU9,KPop Demon Hunters (Soundtrack from the Netflix Film),"spotify:artist:7mW7Tv7NvywKKXqafZo0Lc, spotify:artist:2yNNYQBChuox9A5Ka93BIn, spotify:artist:0BJ2EjOqcfgFvlZXNKrNbE","KPop Demon Hunters Cast, HUNTR/X, Saja Boys",2025-06-20,https://i.scdn.co/image/ab67616d0000b2734dcb6c5df15cf74596ab25a4,1,9,250268,https://p.scdn.co/mp3-preview/aef541b8aae2f2b38d5a4e80414d0ef7f5b46ede?cid=9950ac751e34487dbbe027c4fd7f8e99,False,88,QZ8BZ2513514,,2025-10-04T23:22:00Z
spotify:track:1Q5Rd8vPpjWw5jYdlRShUo,What It Sounds Like (Metal Version),spotify:artist:2IeMt1qx6ZVt1HFjdfE5tl,Jonathan Young,spotify:album:4C5eoIVWNeP1zK8Rhqb0Bs,KPop Demon Hunters Meets Metal,spotify:artist:2IeMt1qx6ZVt1HFjdfE5tl,Jonathan Young,2025-10-02,https://i.scdn.co/image/ab67616d0000b2739da3a96430ce681c354312a0,1,7,239098,https://p.scdn.co/mp3-preview/0aa8ca88fd8616854d3ead3a3130908d54d9e0c2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,45,QT62U2500617,,2025-10-24T08:59:50Z
spotify:track:389QX9Q1eUOEZ19vtzzI9O,While My Guitar Gently Weeps - Remastered 2009,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,spotify:album:1klALx0u4AavZNEvC4LrTL,The Beatles (Remastered),spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,1968-11-22,https://i.scdn.co/image/ab67616d0000b2734ce8b4e42588bf18182a1ad2,1,7,285000,https://p.scdn.co/mp3-preview/221c7b7d13e8339e8c153697d44d7734f4247ed9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,GBAYE0601650,,2024-09-20T19:48:19Z
spotify:track:60bLsDrXAsivqUYKdBxQR6,White Death,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:6ipBiXi944SLCxJhLFFS37,Coat of Arms,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2010-05-21,https://i.scdn.co/image/ab67616d0000b2736c7afe9024bc69f7ea1956b2,1,9,250240,https://p.scdn.co/mp3-preview/0d56f94eeb54b15a98cb42be99704305feefde3e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,49,DED831000164,,2024-07-19T16:37:38Z
spotify:track:4mn5HdatHKN7iFGDes9G8i,Who's Ready for Tomorrow,"spotify:artist:2PmIyxmEFsNfQJjEifPDZC, spotify:artist:0Zdln8zZsLgVQswhycjCuo","RAT BOY, IBDY",spotify:album:1VGVJdmvOSRK2w9RKXk18A,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Varios Artistas,2020-12-18,https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,1,3,116161,https://p.scdn.co/mp3-preview/6ce343f5c04812ecb75632f67a268cb2dd14f47b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USLS52081703,,2025-01-21T05:50:54Z
spotify:track:2F91gzFzuZcfX5NwU34cZw,Wicked feat. Mori Calliope,"spotify:artist:726WiFmWkohzodUxK3XjHX, spotify:artist:1PhE6rv0146ZTQosoPDjk8","Hoshimachi Suisei, Mori Calliope",spotify:album:02tQIjxtgO0c5UAPYYzGAt,TEMPLATE／Wicked feat. Mori Calliope,spotify:artist:726WiFmWkohzodUxK3XjHX,Hoshimachi Suisei,2022-04-01,https://i.scdn.co/image/ab67616d0000b2733ec18cbf0bc4fa2aacc4a144,1,2,173854,https://p.scdn.co/mp3-preview/7627ef933575cb3e1c9971b85ef52c9dec29c0c9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,49,JPV752205655,,2026-02-01T11:41:08Z
spotify:track:4B4zDmbHdkXZ1wUJv1yKFy,Wiggle (feat. Snoop Dogg),"spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:7hJcb9fa4alzcOq3EaNPoG","Jason Derulo, Snoop Dogg",spotify:album:3wDeTllVvayYsWTHsFNWZQ,Tattoos (Deluxe Edition),spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,2013-09-16,https://i.scdn.co/image/ab67616d0000b27364d58f6e7672baecc8972806,1,12,193295,https://p.scdn.co/mp3-preview/b1d1ab725a181b112a275db230ed8ad94eb4f33b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,USWB11400672,,2025-05-23T08:55:48Z
spotify:track:6IKk2Z7LO59UDnVEw8JCBj,Wish I Had an Angel,spotify:artist:2NPduAUeLVsfIauhRwuft1,Nightwish,spotify:album:2wM6svkNOCsYP8sr9gP2zc,Once,spotify:artist:2NPduAUeLVsfIauhRwuft1,Nightwish,2004-06-07,https://i.scdn.co/image/ab67616d0000b273c7190a75bf05ad902f52c7a2,1,2,245973,https://p.scdn.co/mp3-preview/116406c5f5ceee3d7514e4e5f48a52b620e6912f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,DED830471902,,2026-01-08T23:06:05Z
spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Without Me,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:album:2cWBwpqMsDJC1ZUwz813lo,The Eminem Show,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,2002-05-26,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,1,10,290320,https://p.scdn.co/mp3-preview/35fc7456c892c11867fe1513b92dc44e9664eaba?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USIR10211038,,2025-05-02T16:27:23Z
spotify:track:3VOyb9ystLqPZRf4VuqiTd,Wizards,spotify:artist:7sjS1VBRNk1BHoEnjuH6IP,Haruspex,spotify:album:5UaBAtUXb8meh2gwpupNNz,Wizards,spotify:artist:7sjS1VBRNk1BHoEnjuH6IP,Haruspex,2025-06-12,https://i.scdn.co/image/ab67616d0000b273af106aa9a28fb572703ae7b8,1,1,202181,https://p.scdn.co/mp3-preview/9de1bd398baaf0fa1d5b4a291888236fc9a8f140?cid=9950ac751e34487dbbe027c4fd7f8e99,False,7,USHM92501090,,2025-08-13T15:28:10Z
spotify:track:0mK6UUHnQi0Jhu0IB319LO,Wolfpack,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:0XUH04WpLqnB0Q7Hep3aR0,Primo Victoria (Re-Armed),spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2010-09-24,https://i.scdn.co/image/ab67616d0000b2733614e26f0db450a2ed55a4ca,1,4,355653,https://p.scdn.co/mp3-preview/e350adf75e2191f717f3f7ba0a2aa9dfbda450f7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,48,SE2EG1000104,,2024-08-28T23:48:57Z
spotify:track:0oADwEBexmn1EtZuRxWIsm,You Make Me Sick,spotify:artist:1shXNlFBxaYDCY2IB24aE1,bitbreaker,spotify:album:6R69yw8Gm4xIl79GDLwDHF,You Make Me Sick,spotify:artist:1shXNlFBxaYDCY2IB24aE1,bitbreaker,2026-02-06,https://i.scdn.co/image/ab67616d0000b273c244865a3f644ddf8c261269,1,1,228131,https://p.scdn.co/mp3-preview/77a1abec4ebc6b7112cc81d360c6d4e3b9f8f9a6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,34,QZDA42693079,,2026-02-06T16:49:37Z
spotify:track:2assykTcw0YvTyZD7XSGMd,You're Not Special,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,spotify:album:60EiDxjoQ7L059GbEOeQEs,JIGOKU 6,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,2023-08-17,https://i.scdn.co/image/ab67616d0000b2736000b937ba3ca57bb8f2f4b0,1,5,209826,https://p.scdn.co/mp3-preview/833150b7dcaadd418f57412db45d00021221d5b2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,37,JPPO02302385,,2025-09-22T16:37:22Z
spotify:track:5sPKAEb7afrIMtdqEnI6H6,Young Girl A,spotify:artist:4qfQTMwNNuBKJ4rF9Lo4bD,Siinamota,spotify:album:0JzdeLGqbDXPBlDbV4Y0c3,Alive,spotify:artist:4qfQTMwNNuBKJ4rF9Lo4bD,Siinamota,2015-03-04,https://i.scdn.co/image/ab67616d0000b273a89cda77ec382a3e365cb3f5,1,9,221500,https://p.scdn.co/mp3-preview/d2f20451b7424c23bc5c05fe4222f384018bb945?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,JPJ931400241,,2024-04-18T04:40:06Z
spotify:track:1UHEoVtEQPmfF9WixPZHHi,Your Idol,"spotify:artist:4uzAnzFMXarRPOBAG2lIIa, spotify:artist:1PhE6rv0146ZTQosoPDjk8, spotify:artist:1LLRRrE5gZ3964ThLvo2nu, spotify:artist:1xMnU9x62MT8ojHTxaR2dl","Nerissa Ravencroft, Mori Calliope, Ouro Kronii, FUWAMOCO",spotify:album:5cd5yxdpBkevc2xZAPjusf,Your Idol,spotify:artist:4uzAnzFMXarRPOBAG2lIIa,Nerissa Ravencroft,2026-01-17,https://i.scdn.co/image/ab67616d0000b2734382d361be71982bfc5ee41d,1,1,187666,https://p.scdn.co/mp3-preview/5620c5793a492f1be82f1019452244cb654036ad?cid=9950ac751e34487dbbe027c4fd7f8e99,False,50,QZFZ42610348,,2026-01-27T10:28:24Z
spotify:track:198WBAoOllV1Z9oApNobPB,Your Idol (from ”KPop Demon Hunters”),spotify:artist:4sf4DrAOkheqktxTyKm7tO,AmaLee,spotify:album:3VAhmBnXonBTIkaqQyWdqC,Your Idol (from ”KPop Demon Hunters”),spotify:artist:4sf4DrAOkheqktxTyKm7tO,AmaLee,2025-07-22,https://i.scdn.co/image/ab67616d0000b2737f6e0787dd02d406a71373fc,1,1,192000,https://p.scdn.co/mp3-preview/dede058f0bcb28f4e2aecf2b969b3964d66621fa?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,QZPJ32487632,,2025-10-15T16:48:21Z
spotify:track:2ib8fuTavdc48X6MjhE4Ft,ZOMBIFIED,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,spotify:album:7nYa3AJUXbBrRLPXtneIEX,ZOMBIFIED,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,2022-01-05,https://i.scdn.co/image/ab67616d0000b273b5259c23afd536b2b440fe53,1,1,218520,https://p.scdn.co/mp3-preview/2c57e51774a0ed3f8fd7cc8a967646b6da5a5029?cid=9950ac751e34487dbbe027c4fd7f8e99,True,61,USEP42178001,,2024-08-24T17:24:24Z
spotify:track:1Mt287tRgGUKQtB885KHhF,いじめっ子Bully,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,spotify:album:51ejt0sPz42rdY2QtoiSxd,Your Mori.,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,2021-04-04,https://i.scdn.co/image/ab67616d0000b273bfa10b02c2e327512715b08b,1,4,245011,https://p.scdn.co/mp3-preview/5701cd2fac97d937e2210ffef0092aa746e59baf?cid=9950ac751e34487dbbe027c4fd7f8e99,False,38,JPV752004103,,2025-05-05T04:40:34Z
spotify:track:5dySAFu6j5IrfIIQcekN47,きみとそらをとぶ (feat. 初音ミク&巡音ルカ),"spotify:artist:5xvXrTBkQdY9CALtV1KXGD, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:7HwMt9qpoww4yfE3D8886I","傘村トータ, Hatsune Miku, Megurine Luka",spotify:album:5iExtveqj1otLYflaFdHAe,きみとそらをとぶ,spotify:artist:5xvXrTBkQdY9CALtV1KXGD,傘村トータ,2023-12-09,https://i.scdn.co/image/ab67616d0000b273e9f56eb746b0f0d17cce81c3,1,1,284050,https://p.scdn.co/mp3-preview/abb6d79f8bd279a2c15f2df5dbf4f0a18ef2ede0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,37,JP92Q2302065,,2024-11-06T07:50:34Z
spotify:track:5ic62hKqeDhZsa9l6YQxzJ,メズマライザー (feat. 初音ミク&重音テト),"spotify:artist:76SIHZoc1kOba5ynrOtvOX, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:7Al85ZdCo2ZoQiBghDSj7o","32ki, Hatsune Miku, 重音テト",spotify:album:3DkZ625ZGRV80f5aFnlPCL,メズマライザー,"spotify:artist:76SIHZoc1kOba5ynrOtvOX, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:7Al85ZdCo2ZoQiBghDSj7o","32ki, Hatsune Miku, 重音テト",2024-05-17,https://i.scdn.co/image/ab67616d0000b27321333eb66e3cf9f3818e789f,1,1,156972,https://p.scdn.co/mp3-preview/0dfcfa7b167698f9df4cd178756bce1a25697d95?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,JP92Q2400507,,2025-11-06T15:11:21Z
spotify:track:0tvwSOcG9moGeNBYUYNHb3,ルル,spotify:artist:6mEQK9m2krja6X1cfsAjfl,Ado,spotify:album:4BhAgzI8lFsYzSyXRql2yX,Harajuku Buzz Tracks 2024,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Varios Artistas,2024-09-06,https://i.scdn.co/image/ab67616d0000b273a4708984ee2329a343e873fc,1,3,197854,https://p.scdn.co/mp3-preview/fb23f0dd5e61063dc45e64118580d501d5d463b0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,36,JPPO02402980,,2025-12-05T20:54:12Z
