"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:1ufJq6PStx7OBw8L2Od0u8","Jump That Train","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","spotify:album:7hDoYo2KGTKYWOr0tymgUL","Friends With the Enemy","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","2011-01-11","https://i.scdn.co/image/ab67616d0000b2733afa7a7f3afe95f9de7d0da1","1","9","204477","https://p.scdn.co/mp3-preview/2b149f57d92eef9412fd06d7c775297797ca7f55?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","TCAAT1020210","","2026-01-27T21:48:38Z"
"spotify:track:07FWyhzw3hxJb8uFBmfMP1","The Mask And The Mirror","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","spotify:album:5dRcZuEijcy8xMfSaRjtk8","The Great Big Lie","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","2023-04-07","https://i.scdn.co/image/ab67616d0000b273bfb2152622ee38314d81ce77","1","2","189611","https://p.scdn.co/mp3-preview/a38f0ebef7da1e54728d5a5ac6b20b2fcb32c4f2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USLZJ2345323","","2026-01-27T21:45:34Z"
"spotify:track:5kvDeLfKhTbCXiElGeX0bG","Let's Go!","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","spotify:album:5dRcZuEijcy8xMfSaRjtk8","The Great Big Lie","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","2023-04-07","https://i.scdn.co/image/ab67616d0000b273bfb2152622ee38314d81ce77","1","1","171114","https://p.scdn.co/mp3-preview/452ba52b6cf37c7548fe0ff36fe5be544d825c38?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","USLZJ2345322","","2026-01-27T21:42:37Z"
"spotify:track:2UB3VxxjRvHQ6BVF0rvLkC","Greedy Man","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","spotify:album:2pwPj8fo5oxVJVs9KCsZ0X","Poor Man's Poison","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","2009-09-10","https://i.scdn.co/image/ab67616d0000b273eb9197f89c388ed199f8bfe7","1","6","211600","https://p.scdn.co/mp3-preview/8631e172ec82337063e92dc962ccd64eadb75745?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USTCZ0932585","","2026-01-27T21:40:50Z"
"spotify:track:1hnfPh6AhAmp1Oyk6hgtq1","Devils Price","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","spotify:album:2pwPj8fo5oxVJVs9KCsZ0X","Poor Man's Poison","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","2009-09-10","https://i.scdn.co/image/ab67616d0000b273eb9197f89c388ed199f8bfe7","1","11","280693","https://p.scdn.co/mp3-preview/0f2bc2c438b26bea700cf8dc6e3b4d0a8cbbbd9c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USTCZ0932590","","2026-01-27T21:34:47Z"
"spotify:track:2OqfU8bYXte0FVWEKL10KC","C'mon Down","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","spotify:album:0mV9xVaTWHbakQC10LKtgL","Providence","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","2014-01-28","https://i.scdn.co/image/ab67616d0000b273e263f90f4c5d13eadcfe6c04","1","10","157285","https://p.scdn.co/mp3-preview/ef862e8b344983cad8a217a17b47685135b8ce99?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","TCABT1415411","","2026-01-27T21:31:55Z"
"spotify:track:4pZos1A9cAsvHx5kj1O38W","Give and Take","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","spotify:album:52FW6Bqu969pid172veIO3","In the End","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","2021-08-27","https://i.scdn.co/image/ab67616d0000b273ed93d9bfa2b95b0ebd4a5546","1","3","197217","https://p.scdn.co/mp3-preview/18eb7458313559026693f729d89bbdcc18952a26?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","TCAFS2128196","","2026-01-27T21:30:12Z"
"spotify:track:40wmXUgVB0N5eLK8CuOhm3","Feed the Machine","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","spotify:album:0lKGADKI9s71jBqJe5xYhn","Feed the Machine","spotify:artist:0YHgnSkV3S5mvSSCTRWDi5","Poor Man's Poison","2020-07-17","https://i.scdn.co/image/ab67616d0000b273999247481fd9eec8afcabdc3","1","1","183328","https://p.scdn.co/mp3-preview/e9b32074ad80e5cf200b110d9dd18efa3bd5fbd1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","TCAEZ2046970","","2026-01-27T21:26:37Z"
"spotify:track:1UHEoVtEQPmfF9WixPZHHi","Your Idol","spotify:artist:4uzAnzFMXarRPOBAG2lIIa, spotify:artist:1PhE6rv0146ZTQosoPDjk8, spotify:artist:1LLRRrE5gZ3964ThLvo2nu, spotify:artist:1xMnU9x62MT8ojHTxaR2dl","Nerissa Ravencroft, Mori Calliope, Ouro Kronii, FUWAMOCO","spotify:album:5cd5yxdpBkevc2xZAPjusf","Your Idol","spotify:artist:4uzAnzFMXarRPOBAG2lIIa","Nerissa Ravencroft","2026-01-17","https://i.scdn.co/image/ab67616d0000b2734382d361be71982bfc5ee41d","1","1","187666","https://p.scdn.co/mp3-preview/5620c5793a492f1be82f1019452244cb654036ad?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","QZFZ42610348","","2026-01-27T10:28:24Z"
"spotify:track:462pBu9HGyPFxt6v1Nurtm","Last Days","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","spotify:album:5tZME90UhKL46KuK5tjUvD","PHANTOMIME","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","2024-08-16","https://i.scdn.co/image/ab67616d0000b2734decfba07e62fcd26eaedc6c","1","9","242586","https://p.scdn.co/mp3-preview/b4a8b24dcf504a56f66239b14b103c3bfc4fbb8c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","JPPO02403416","","2026-01-26T17:17:46Z"
"spotify:track:4mTW7Djq9tWyi9WmlQn1jK","Face Off","spotify:artist:6UBA15slIuadJ8h2lPRPos, spotify:artist:1A8NEJYo3VW9aIZ6l55Dgu, spotify:artist:7vTyZmNA6LC0WRDg7V6yle, spotify:artist:1T8S48bD91THNKBByWBDyn","Tech N9ne, Joey Cool, King Iso, Dwayne Johnson","spotify:album:4Dpb5EctnMXnhwDNus28MI","Face Off","spotify:artist:6UBA15slIuadJ8h2lPRPos, spotify:artist:1A8NEJYo3VW9aIZ6l55Dgu, spotify:artist:7vTyZmNA6LC0WRDg7V6yle, spotify:artist:1T8S48bD91THNKBByWBDyn","Tech N9ne, Joey Cool, King Iso, Dwayne Johnson","2021-10-07","https://i.scdn.co/image/ab67616d0000b273e065f74682440937a896f628","1","1","219802","https://p.scdn.co/mp3-preview/641987c1abed761fc84d76b19a8275a7ed5b3baa?cid=9950ac751e34487dbbe027c4fd7f8e99","true","44","USZHR2100088","","2026-01-24T14:50:43Z"
"spotify:track:2FCkgW3vOc3IvpOCd0LJMT","虚像のCarousel","spotify:artist:1PhE6rv0146ZTQosoPDjk8, spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ","Mori Calliope, Reol","spotify:album:4HnTbIJinqxIvnHeIBaJv6","虚像のCarousel","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","2023-08-04","https://i.scdn.co/image/ab67616d0000b27344377a9828cd68c915605954","1","1","228840","https://p.scdn.co/mp3-preview/7e701ed523ffeb7aee07788b1f932e40a4b97f2d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","42","JPPO02302382","","2026-01-23T13:00:14Z"
"spotify:track:1LNsuwA5ql2sUcbSgjX42q","six feet under","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","spotify:album:28JxzreIDNjj8KacsfV8Y1","six feet under","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","2023-07-25","https://i.scdn.co/image/ab67616d0000b27315735bdd4838f144715c2c45","1","1","217106","https://p.scdn.co/mp3-preview/f0936c70ad37d5bcc60f491fa1173d0793cbd883?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","JPPO02302384","","2026-01-23T12:59:37Z"
"spotify:track:1pUcAjkI2SDa81ky3g7bAD","Rivals and Equals","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","spotify:album:1DZRcae6Y7l75XoPqj0eYh","Rivals and Equals","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","2026-01-23","https://i.scdn.co/image/ab67616d0000b273d12825fe531088c68f498100","1","1","151533","https://p.scdn.co/mp3-preview/8e153f596975b9ff9f369b5d5effac4507f77019?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","JPPO02600035","","2026-01-23T12:32:26Z"
"spotify:track:5luCaDrc2ttzEjNp4ivaW0","Devil Trigger","spotify:artist:1hGdQOfaZ5saQ6JWVuxVDZ","Casey Edwards","spotify:album:57bqKQ5YarXCm4BB9dwBOW","DEVIL MAY CRY 5 Original SoundTrack","spotify:artist:3w1Q754jb31h5CXQCcnLNL","Capcom Sound Team","2019-03-20","https://i.scdn.co/image/ab67616d0000b2736ab9aff73fa181d27dd8b9e0","5","1","405299","https://p.scdn.co/mp3-preview/b1a6058e929dc3cc65b9763eab79ae812cc9c9a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","JPE101803310","","2026-01-21T16:40:48Z"
"spotify:track:4TncWhCfACwaIU8hllz8SQ","Sexy Drug","spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz","Falling In Reverse","spotify:album:6Q6AwXjxcD7zL8fJMtHVo7","Just Like You (Deluxe Edition)","spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz","Falling In Reverse","2015-02-24","https://i.scdn.co/image/ab67616d0000b2737e8348f7c8b04198b1858757","1","3","194671","https://p.scdn.co/mp3-preview/aecee911b5efa38a7a2c0f5080c852230ec4acb7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USEP41429003","","2026-01-21T08:12:25Z"
"spotify:track:49L1lsmGUDoDjiA6uZE2ec","PIEGRANDE.","spotify:artist:2k74pCf0NdIPHGCpwocdxG","bosco herrero","spotify:album:7CWm1trLVWOC8srOSnWDBq","SR BISONTEZ.","spotify:artist:2k74pCf0NdIPHGCpwocdxG","bosco herrero","2024-10-06","https://i.scdn.co/image/ab67616d0000b27374784145b69eaa454c0704ea","1","2","300000","https://p.scdn.co/mp3-preview/567941aa6f554d3d0110c94f92b7b7f096c35f74?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","BK4DA2447704","","2026-01-19T22:32:50Z"
"spotify:track:7nYkF8NYK1vIiOvJS5ssk9","Abajo con el trabajo","spotify:artist:4HNNkJyfZVm2MpsWq3EkzB","Hostia Pedagógica","spotify:album:61Lm0RN9lYAKafPKiPaSo5","Abajo con el trabajo","spotify:artist:4HNNkJyfZVm2MpsWq3EkzB","Hostia Pedagógica","2025-09-19","https://i.scdn.co/image/ab67616d0000b273059476eb7ebc8bcb771ad973","1","1","231771","https://p.scdn.co/mp3-preview/561ea388caad1cebfa119dc53823c3f0e50d1d9c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","ES6612500786","","2026-01-19T15:04:04Z"
"spotify:track:4bAFo6r2ODMDoqM5YHV2gM","I Like To Move It","spotify:artist:085pc2PYOi8bGKj0PNjekA","will.i.am","spotify:album:0a6NsOaOzlrubGl3htyVWG","Madagascar: Escape 2 Africa (Music From The Motion Picture)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","2008-11-04","https://i.scdn.co/image/ab67616d0000b2734fa16ce4d3cf85624dd4dd30","1","4","221466","https://p.scdn.co/mp3-preview/c2c453408608ec04156ea713e5b50a51bad2eb11?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USUM70840409","","2026-01-18T22:06:54Z"
"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Creep","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","spotify:album:3gBVdu4a1MMJVMy6vwPEb8","Pablo Honey","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","1993-02-22","https://i.scdn.co/image/ab67616d0000b273ec548c00d3ac2f10be73366d","1","2","238640","https://p.scdn.co/mp3-preview/f3d864283774529a2378100c912bfacb614db751?cid=9950ac751e34487dbbe027c4fd7f8e99","true","92","GBAYE9200070","","2026-01-18T20:36:24Z"
